"","domain","type","language","in_list_chatgpt","in_list_hbi","in_list_scharkow","in_list_stier","in_list_w3news"
"303","donau-ries-aktuell.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"304","donaukurier.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"305","dorstenerzeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"306","dortmund24.de","digital-born news outlet",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"307","dpa-news.de","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"308","drudgereport.com","hyperpartisan news","en",FALSE,FALSE,FALSE,TRUE,FALSE
"309","dtj-online.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"310","dushanwegner.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"311","dw.com","public broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"312","dzen.ru","digital-born news outlet","ja",TRUE,FALSE,FALSE,FALSE,FALSE
"313","dzonline.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"314","e-zeitung.ruhrnachrichten.de","legacy press","de",FALSE,FALSE,FALSE,FALSE,FALSE
"315","eberbacher-zeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"316","echo-online.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"317","echo24.de","digital-born news outlet","de",FALSE,FALSE,TRUE,TRUE,FALSE
"318","ecodibergamo.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"319","economiadigital.es","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"320","economist.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"321","ef-magazin.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"322","eike-klima-energie.eu","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"323","einbecker-morgenpost.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"324","einprozent.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"325","einwanderungskritik.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"326","ejz.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"327","el-nacional.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"328","elboletin.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"329","elcomercio.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"330","elconfidencial.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"331","elconfidencialdigital.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"332","elcorreo.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"333","elcorreodemadrid.com","hyperpartisan news",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"334","elcorreogallego.es","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"335","elcorreoweb.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"336","eldia.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"337","eldiario.es","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"338","eldiariomontanes.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"339","eldigitalcastillalamancha.es","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"340","eleconomista.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"341","electrive.net","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"342","elektroauto-news.net","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"343","elespanol.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"344","elle.fr","tabloid newspaper","fr",TRUE,FALSE,FALSE,FALSE,FALSE
"345","elmundo.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"346","elnortedecastilla.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"347","elpais.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"348","elperiodico.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"349","elperiodicoextremadura.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"350","elplural.com","hyperpartisan news","es",FALSE,FALSE,FALSE,TRUE,FALSE
"351","elpuntavui.cat","legacy press","ca",FALSE,FALSE,FALSE,TRUE,FALSE
"352","eltiempo.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"353","emderzeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"354","ensonhaber.com","digital-born news outlet","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"355","epochtimes.de","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,TRUE
"356","epochtimes.fr","hyperpartisan news","el",FALSE,FALSE,FALSE,TRUE,FALSE
"357","eppsteiner-zeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"358","es.yahoo.com/noticias","portal",NA,NA,NA,NA,NA,NA
"359","esdiario.com","hyperpartisan news","es",FALSE,FALSE,FALSE,TRUE,FALSE
"360","esslinger-zeitung.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"361","estrelladigital.es","digital-born news outlet",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"362","estrepublicain.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"363","eulenspiegel-zeitschrift.de","legacy press","de",TRUE,FALSE,FALSE,FALSE,FALSE
"364","euro-actu.fr","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"365","euronews.com","commercial broadcaster","ka",FALSE,FALSE,FALSE,TRUE,FALSE
"366","europapress.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"367","europe1.fr","commercial broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"368","europenews.dk","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"369","ev-online.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"370","eva-herman.net","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"371","eveningtimes.co.uk","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"372","expansion.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"373","express.co.uk","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"374","express.de","tabloid newspaper","de",FALSE,TRUE,TRUE,TRUE,TRUE
"375","expressandstar.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"376","extratipp.com","tabloid newspaper","de",FALSE,FALSE,TRUE,TRUE,FALSE
"377","extremnews.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"378","exxpress.at","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"379","ezeitung.swp.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"380","fanpage.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"381","faz.net","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"382","fdesouche.com","hyperpartisan news","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"383","fdogblog.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"384","feednews.com","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"385","fehmarn24.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"386","feynsinn.org","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"387","filstalwelle.de","commercial broadcaster","de",TRUE,FALSE,FALSE,FALSE,FALSE
"388","finanzen.net","digital-born news outlet",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"389","finanznachrichten.de","digital-born news outlet","de",FALSE,FALSE,FALSE,FALSE,TRUE
"390","firstcoastnews.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"391","fivethirtyeight.com","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"392","fla.de","legacy press","da",FALSE,TRUE,FALSE,FALSE,TRUE
"393","flipboard.com","digital-born news outlet","en",TRUE,FALSE,FALSE,FALSE,FALSE
"394","flz.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"395","fnp.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"396","fnweb.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"397","focus-magazin.de","legacy press","de",FALSE,FALSE,FALSE,FALSE,FALSE
"398","focus.de","tabloid newspaper",NA,FALSE,FALSE,TRUE,TRUE,TRUE
"399","forbes.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"400","fortune.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"401","fox.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"402","fox13news.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"403","fox13now.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"404","fox2now.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"405","fox4kc.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"406","fox59.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"407","fox6now.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"408","fox8.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"409","fox9.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"410","foxbusiness.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"411","foxla.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"412","foxnews.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"413","fr-online.de","legacy press","de",FALSE,FALSE,TRUE,FALSE,FALSE
"414","fr.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"415","fragdenstaat.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"416","france.tv","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"417","france24.com","public broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"418","france3.fr","public broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"419","francebleu.fr","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"420","franceculture.fr","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"421","franceinter.fr","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"422","francesoir.fr","digital-born news outlet","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"423","francetelevisions.fr","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"424","francetv.fr","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"425","francetvinfo.fr","public broadcaster","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"426","frankenpost.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"427","frankjordanblog.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"428","free21.org","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"429","freenet.de","portal",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"430","freenet.de/nachrichten","portal",NA,NA,NA,NA,NA,NA
"431","freie-presse.net","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"432","freiepresse.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"433","freiesnachrichtenblatt.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"434","freiewelt.net","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"435","freiezeiten.net","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"436","freitag.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"437","freitags-anzeiger.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"438","freitum.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"439","ft.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"440","fuldaerzeitung.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,TRUE
"441","futurezone.at","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"442","ga-online.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"443","ga.de","legacy press","de",FALSE,FALSE,FALSE,FALSE,FALSE
"444","gaceta.es","hyperpartisan news","es",FALSE,FALSE,FALSE,TRUE,FALSE
"445","gaeubote.de","legacy press",NA,FALSE,TRUE,TRUE,FALSE,TRUE
"446","gandersheimer-kreisblatt.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"447","gandul.ro","digital-born news outlet","ro",TRUE,FALSE,FALSE,FALSE,FALSE
"448","gasteizhoy.com","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"449","gatestoneinstitute.org","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"450","gazeta.ru","hyperpartisan news","ru",TRUE,FALSE,FALSE,FALSE,FALSE
"451","gazetalubuska.pl","legacy press","pl",TRUE,FALSE,FALSE,FALSE,FALSE
"452","gazzettadelsud.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"453","gazzettadiparma.it","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"454","gea.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"455","general-anzeiger-bonn.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"456","geolitico.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"457","giessener-allgemeine.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"458","giessener-anzeiger.de","tabloid newspaper","de",TRUE,TRUE,TRUE,FALSE,TRUE
"459","gifhorner-rundschau.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"460","giornaledibrescia.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"461","giornaledilecco.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"462","giornaledimonza.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"463","giornaletrentino.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"464","giornalone.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"465","globo.com","commercial broadcaster","pt",FALSE,FALSE,FALSE,TRUE,FALSE
"466","gmuender-tagespost.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"467","gmx.de","portal",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"468","gmx.net","portal",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"469","gmx.net/magazine","portal",NA,NA,NA,NA,NA,NA
"470","gmx.net/magazine/panorama","portal",NA,NA,NA,NA,NA,NA
"471","gmx.net/magazine/politik","portal",NA,NA,NA,NA,NA,NA
"472","gn-online.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,TRUE
"473","gnz.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"474","goettinger-tageblatt.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"475","golem.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"476","goodmorningamerica.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"477","goodnews4.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"478","goslarsche.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"479","granadahoy.com","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"480","grenzwissenschaft-aktuell.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"481","griesheimeranzeiger.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"482","guidograndt.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"483","haber7.com","digital-born news outlet","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"484","haberler.com","digital-born news outlet","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"485","haberturk.com","legacy press","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"486","haller-kreisblatt.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"487","hallo-muenchen.de","tabloid newspaper","de",FALSE,FALSE,FALSE,TRUE,FALSE
"488","hallo24.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"489","halternerzeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"490","hamburg-magazin.de","tabloid newspaper","de",TRUE,FALSE,FALSE,FALSE,FALSE
"491","hanauer.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"492","handelsblatt.com","legacy press","en",FALSE,TRUE,FALSE,TRUE,FALSE
"493","handelsblatt.de","legacy press","en",FALSE,FALSE,TRUE,FALSE,FALSE
"494","harburg-aktuell.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"495","harlinger.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"496","harzkurier.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,FALSE
"497","hasepost.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"498","haunebu7.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"499","haz.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"500","heidelberg24.de","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"501","heimat-kurier.at","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"502","heimatbote-verlag.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"503","heise.de","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"504","hellwegeranzeiger.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,TRUE
"505","heraldo.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"506","hersfelder-zeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"507","hertener-allgemeine.de","legacy press","de",FALSE,FALSE,TRUE,TRUE,FALSE
"508","hessenschau.de","public broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"509","heute.at","tabloid newspaper","de",FALSE,FALSE,FALSE,TRUE,FALSE
"510","heute.de","public broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"511","hildesheimer-allgemeine.de","legacy press","de",TRUE,TRUE,TRUE,FALSE,TRUE
"512","hintermbusch.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"513","hna.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"514","hochheimer-zeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"515","hofheimer-zeitung.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"516","holsteiner-allgemeine.de","legacy press","de",FALSE,FALSE,TRUE,FALSE,FALSE
"517","hoy.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"518","hr-fernsehen.de","public broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"519","hr-inforadio.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"520","hr-online.de","public broadcaster","de",FALSE,FALSE,FALSE,TRUE,FALSE
"521","hr.de","public broadcaster","de",FALSE,FALSE,FALSE,FALSE,FALSE
"522","hr1.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"523","hr2.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"524","hr3.de","public broadcaster","de",FALSE,FALSE,TRUE,TRUE,FALSE
"525","hr4.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"526","huelvainformacion.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"527","huffingtonpost.co.uk","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"528","huffingtonpost.com","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"529","huffingtonpost.de","digital-born news outlet","en",FALSE,FALSE,TRUE,TRUE,FALSE
"530","huffingtonpost.es","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"531","huffingtonpost.fr","digital-born news outlet","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"532","huffingtonpost.it","digital-born news outlet","it",FALSE,FALSE,FALSE,TRUE,FALSE
"533","huffpost.com","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"534","hulldailymail.co.uk","tabloid newspaper","en",FALSE,FALSE,FALSE,TRUE,FALSE
"535","humanite.fr","legacy press","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"536","hurriyet.com.tr","legacy press","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"537","hurriyet.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"538","hz.de","legacy press","en",FALSE,TRUE,FALSE,FALSE,FALSE
"539","ideal.es","legacy press","es",FALSE,FALSE,FALSE,TRUE,FALSE
"540","idnes.cz","legacy press","cs",TRUE,FALSE,FALSE,FALSE,FALSE
"541","idowa.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,TRUE
"542","ihre-az.de","legacy press","de",FALSE,FALSE,FALSE,FALSE,TRUE
"543","ikz-online.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"544","ilcorrieredellacitta.com","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"545","ilfattoquotidiano.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"546","ilfoglio.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"547","ilgazzettino.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"548","ilgiornale.it","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"549","ilgiorno.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"550","ilmanifesto.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"551","ilmattino.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"552","ilmessaggero.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"553","ilprimatonazionale.it","hyperpartisan news",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"554","ilrestodelcarlino.it","tabloid newspaper","it",FALSE,FALSE,FALSE,TRUE,FALSE
"555","ilsecoloxix.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"556","ilsole24ore.com","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"557","iltempo.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"558","independent.co.uk","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"559","indexexpurgatorius.wordpress.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"560","indiatimes.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"561","inews.co.uk","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"562","info-direkt.eu","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"563","infolibre.es","digital-born news outlet","es",FALSE,FALSE,FALSE,TRUE,FALSE
"564","inforadio.de","public broadcaster","de",FALSE,FALSE,TRUE,FALSE,FALSE
"565","informazione.it","hyperpartisan news","it",FALSE,FALSE,FALSE,TRUE,FALSE
"566","infranken.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,FALSE
"567","inge09.blog","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"568","innsalzach24.de","digital-born news outlet","de",FALSE,FALSE,FALSE,TRUE,FALSE
"569","insideedition.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"570","insuedthueringen.de","legacy press","de",FALSE,TRUE,TRUE,TRUE,TRUE
"571","interaktiv.morgenpost.de","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"572","interaktiv.tagesspiegel.de","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"573","interia.pl","digital-born news outlet","pl",TRUE,FALSE,FALSE,FALSE,FALSE
"574","internazionale.it","legacy press","it",FALSE,FALSE,FALSE,TRUE,FALSE
"575","isar-anzeiger.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
"576","islamiq.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"577","it.notizie.yahoo.com","portal",NA,NA,NA,NA,NA,NA
"578","it.yahoo.com/notizie","portal",NA,NA,NA,NA,NA,NA
"579","itv.com","commercial broadcaster",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"580","ivz-aktuell.de","legacy press","de",TRUE,FALSE,TRUE,FALSE,TRUE
"581","jacobin.de","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"582","jetzt.de","legacy press","de",TRUE,FALSE,TRUE,FALSE,FALSE
"583","jeversches-wochenblatt.de","legacy press","de",FALSE,TRUE,TRUE,FALSE,FALSE
"584","journaldemontreal.com","tabloid newspaper","fr",FALSE,FALSE,FALSE,TRUE,FALSE
"585","journalistenwatch.com","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"586","jpost.com","legacy press","en",FALSE,FALSE,FALSE,TRUE,FALSE
"587","juedische-allgemeine.de","legacy press","de",TRUE,TRUE,FALSE,FALSE,FALSE
"588","juergenfritz.com","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"589","jungefreiheit.de","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"590","jungewelt.de","hyperpartisan news","de",FALSE,TRUE,FALSE,TRUE,TRUE
"591","ka-news.de","legacy press","de",FALSE,FALSE,TRUE,TRUE,FALSE
"592","kabeleins.de","commercial broadcaster","de",FALSE,FALSE,FALSE,TRUE,FALSE
"593","kath.net","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"594","katholisches.info","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"595","kayserihaber.com.tr","hyperpartisan news","tr",TRUE,FALSE,FALSE,FALSE,FALSE
"596","kenfm.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"597","kentonline.co.uk","digital-born news outlet","en",FALSE,FALSE,FALSE,TRUE,FALSE
"598","kieler-nachrichten.de","legacy press",NA,FALSE,FALSE,FALSE,TRUE,FALSE
"599","kinzig.news","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"600","klamm.de","digital-born news outlet","de",TRUE,FALSE,FALSE,FALSE,FALSE
"601","kleinezeitung.at","legacy press","de",FALSE,FALSE,FALSE,TRUE,FALSE
"602","klimareporter.de","hyperpartisan news","de",TRUE,FALSE,FALSE,FALSE,FALSE
"603","kn-online.de","legacy press","de",FALSE,TRUE,FALSE,TRUE,TRUE
"604","komonews.com","commercial broadcaster","en",FALSE,FALSE,FALSE,TRUE,FALSE
"605","kopp-report.de","hyperpartisan news","de",FALSE,FALSE,FALSE,TRUE,FALSE
"606","kopp-verlag.de","hyperpartisan news","de",FALSE,FALSE,FALSE,FALSE,FALSE
"607","kornwestheimer-zeitung.de","legacy press","de",FALSE,TRUE,FALSE,FALSE,FALSE
